央视频道,#genre#
CCTV13,http://tv.2cf.x10.mx/2hl/3221226571/index.m3u8$黑龙江移动恢复
CCTV13,http://tv.2cf.x10.mx/2hl/3221226537/index.m3u8$黑龙江移动恢复
CCTV13,http://tv.2cf.x10.mx/2hl/3221226011/index.m3u8$黑龙江移动恢复
CCTV14,http://tv.2cf.x10.mx/2hl/3221225732/index.m3u8$黑龙江移动恢复
CCTV15,http://tv.2cf.x10.mx/2hl/3221225601/index.m3u8$黑龙江移动恢复
CCTV16,http://tv.2cf.x10.mx/2hl/3221226100/index.m3u8$黑龙江移动恢复
CCTV17,http://tv.2cf.x10.mx/2hl/3221225765/index.m3u8$黑龙江移动恢复
CCTV5+,https://tv.2cf.x10.mx/2hl/3221225603/index.m3u8$黑龙江移动恢复
CCTV16-4K,http://[2409:8087:5e20:24::d]:6610/000000001000/0/index.m3u8?channel-id=bestzb&Contentid=5000000008000023254&livemode=1&stbId=ace$海南移动IPv6#http://223.105.252.60/PLTV/4/224/3221228320/index.m3u8?servicetype=1$江苏移动IPv4#http://lishiwan.xicp.net:8563/udp/239.255.36.142:8231$甘肃联通#http://103.1.169.56/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024083703.m3u8$央视频1080P#http://117.161.12.116/live/program/live/cctv16hd4k/15000000/mnf.m3u8$百视通源#http://42.94.211.116:9000/udp/239.255.30.80:8231$甘肃电信#http://219.128.40.183:4022/udp/239.77.1.98:5146$广东电信#http://113.240.157.93:8888/udp/239.76.246.230:1234$湖南电信
CCTV娱乐,http://extraott.com/live/6772191932/1654508883/62832.m3u8
CCTV戏曲,http://co-sg3.jdiptv.cc/live/cctvxq.m3u8
CCTV娱乐,http://171.38.65.171:8181/tsfile/live/1067_1.m3u8$广西玉林联通酒店#http://110.72.76.106:8181/tsfile/live/1092_1.m3u8$广西贵港联通酒店
CCTV戏曲,http://221.7.239.115:8181/tsfile/live/1068_1.m3u8$广西贵港联通酒店
CCTV4（美洲）,https://www.freetv.top/migu/608807416.m3u8?migutoken=95377d07f9321be30db37930ac7af1a925181405401446549f46d478a7f00f19ee257ad5fab77d0c0e07a936a4fe6acd40c3907d5c4532b884b416c6493762ca65178835d9fe8eb02c4c4dbb8b$咪咕代理源
CCTV4（欧洲）,https://www.freetv.top/migu/608807419.m3u8?migutoken=dead69c4aa8d50e732d35a020b3383c30dc0db0fe3e71cbb28b6f1023b80a3ff0a147c5fd60765af2dad9882b62719154e881b0e6efc64a0d28433df5a9e5e543f881318b43234c2499bd36ee9$咪咕代理源
CCTV4（美洲）,https://tvpull.careryun.com/tv/cctv4m.m3u8$标清
CCTV4（欧洲）,https://tvpull.careryun.com/tv/cctv4o.m3u8$标清
CCTV4（美洲）,http://beijing_unicom_udpxy_123_113_237_8888_1.isus.cc:8888/rtp/239.3.1.214:4220$北京联通#http://219.128.40.183:4022/udp/239.253.43.121:5146$广东电信
CCTV4（欧洲）,http://beijing_unicom_udpxy_123_113_237_8888_1.isus.cc:8888/rtp/239.3.1.213:4220$北京联通
CCTV4K,http://nmmp.asia:35455/gaoma/cctv4k_10m.m3u8$高码菁彩声源#http://103.1.169.56/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024081303.m3u8$央视频1080P#http://110.40.39.111:2025/live/shyd_gitv/G_CCTV-4K-HD.m3u8$GITV源#http://ds.shixd.cn:5957/rtp/239.49.0.82:8000$江苏电信#http://113.138.130.242:8001/rtp/239.111.205.38:5140$陕西电信#http://beijing_unicom_udpxy_123_113_237_8888_1.isus.cc:8888/rtp/239.3.1.245:2000$北京联通#http://cu.wolf00.com:8888/udp/239.254.200.122:7266$河北电信#http://vapi.91kds.cc/live1/udp.m3u8?ip=guangxi-dx&id=239.81.1.78:4056&apiKey=5f7ccf97d2f34d2aa62db101581b148a$广西电信#http://219.128.40.183:4022/udp/239.77.0.174:5146$广东电信#http://enlen.vip:4022/udp/239.200.200.202:8784$云南电信#http://www.furymax.top:85/udp/239.69.1.111:10304$湖北电信#http://dev.wugeng.cc:8686/udp/239.76.246.214:1234$湖南电信#http://diyp.uk.to/zb/1725695663.php?id=cctv4k$重庆有线（暂时失效）
CCTV8K,http://nmmp.asia:35455/gaoma/cctv8k_36m.m3u8$高码源#http://103.1.169.56/hlslive-tx-cdn.ysp.cctv.cn/ysp/2020603421.m3u8$央视频1080P#https://tv.cry33.com/ys4k.php?id=8k$php代理源#http://[2409:8087:2001:20:2800:0:df6e:eb02]/wh7f454c46tw2749731958_105918260/ott.mobaibox.com/PLTV/3/224/3221228165/index.m3u8?icpid=3&RTS=1681529690&from=40&popid=40&hms_devid=2039&prioritypopid=40&vqe=3$已失效#http://[2409:8087:2001:20:2800:0:df6e:eb02]/PLTV/1/224/3221230960/1.m3u8#http://[2409:8087:2001:20:2800:0:df6e:eb02]/PLTV/1/224/3221230960/1.m3u8
CCTV中视购物,http://access.shuliyun.com:13164/playurl?playtype=live&protocol=hls&accesstoken=R660FC25DU30926083K774E2EB5IFFFFFFFFPBM2FB0704V10465Z224E9WF92C79850D1&playtoken=&programid=4200000144.m3u8#http://vapi.91kds.cc/live1/jdtv2.m3u8?id=zsgw&apiKey=5f7ccf97d2f34d2aa62db101581b148a$cdn酒店源#http://vapi.91kds.cc/live1/polyv.m3u8?id=zsgw&apiKey=5f7ccf97d2f34d2aa62db101581b148a$cdn源#http://113.138.130.242:8001/udp/239.111.205.96:5140$陕西电信#http://124.163.112.35:6000/udp/226.0.2.72:8488$山西联通#http://180.173.49.183:8888/udp/239.45.3.79:5140$#http:/ /36.106.166.59:16777/udp/225.1.2.85:5002$天津联通#http://218.86.153.29:9007/rtp/238.255.2.44:5999$贵州电信
CCTV世界地理,http://vapi.91kds.cc/live1/jdtv2.m3u8?id=sjdl&apiKey=5f7ccf97d2f34d2aa62db101581b148a$cdn酒店源
CCTV世界地理,http://103.1.169.56/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024172003.m3u8$央视频1080P
CCTV兵器科技,http://vapi.91kds.cc/live1/jdtv2.m3u8?id=gfjs&apiKey=5f7ccf97d2f34d2aa62db101581b148a$cdn酒店源
CCTV兵器科技,http://103.1.169.56/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024172103.m3u8$央视频1080P
CCTV第一剧场,http://vapi.91kds.cc/live1/jdtv2.m3u8?id=dyjc&apiKey=5f7ccf97d2f34d2aa62db101581b148a$cdn酒店源
CCTV第一剧场,http://103.1.169.56/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024171803.m3u8$央视频1080P
CCTV怀旧剧场,http://vapi.91kds.cc/live1/jdtv2.m3u8?id=hjjc&apiKey=5f7ccf97d2f34d2aa62db101581b148a$cdn酒店源
CCTV怀旧剧场,http://103.1.169.56/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024171903.m3u8$央视频1080P
CCTV风云剧场,http://vapi.91kds.cc/live1/jdtv2.m3u8?id=fyjc&apiKey=5f7ccf97d2f34d2aa62db101581b148a$cdn酒店源
CCTV风云剧场,http://103.1.169.56/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024171703.m3u8$央视频1080P
CCTV风云音乐,http://vapi.91kds.cc/live1/jdtv2.m3u8?id=fyyy&apiKey=5f7ccf97d2f34d2aa62db101581b148a$cdn酒店源
CCTV风云音乐,http://103.1.169.56/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024163303.m3u8$央视频1080P
CCTV风云足球,http://vapi.91kds.cc/live1/jdtv2.m3u8?id=fyzq&apiKey=5f7ccf97d2f34d2aa62db101581b148a$cdn酒店源
CCTV风云足球,http://103.1.169.56/hlslive-tx-cdn.ysp.cctv.cn/ysp/2012514203.m3u8$央视频1080P
CCTV央视文化精品,http://vapi.91kds.cc/live1/jdtv2.m3u8?id=ysjp&apiKey=5f7ccf97d2f34d2aa62db101581b148a$cdn酒店源
CCTV央视文化精品,http://103.1.169.56/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024172303.m3u8$央视频1080P
CCTV高尔夫·网球,http://vapi.91kds.cc/live1/jdtv2.m3u8?id=gefwq&apiKey=5f7ccf97d2f34d2aa62db101581b148a$cdn酒店源
CCTV高尔夫·网球,http://103.1.169.56/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024166203.m3u8$央视频1080P
CCTV央视台球,http://vapi.91kds.cc/live1/jdtv2.m3u8?id=ystq&apiKey=5f7ccf97d2f34d2aa62db101581b148a$cdn酒店源
CCTV央视台球,http://103.1.169.56/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024172403.m3u8$央视频1080P
CCTV央视台球,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN6380775932cff/index.m3u8?AuthInfo=toEYVdLfxymUP2l9NZpQIxzzxEhTjOtZryLHMXreoGIhhbZzYqwcgjvvRZLVRTRUXFxC%2BlDuTkdKHPnzcR1DomGVyhFGbQRmDDrX7x%2FDZL0#http://hy.baojihzjc.com:9001/udp/239.111.205.70:5140$陕西电信#http://dp.sxtv.top:88/md/cqyx.php?id=ystq$重庆有线
CCTV电视指南,http://vapi.91kds.cc/live1/jdtv2.m3u8?id=dszn&apiKey=5f7ccf97d2f34d2aa62db101581b148a$cdn酒店源
CCTV电视指南,http://103.1.169.56/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024172503.m3u8$央视频1080P#http://120.76.248.139/live/bfgd/4200000164.m3u8#http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226717/index.m3u8#http://103.1.169.57/sx.v.smtcdns.net/123.184.28.50/hlslive-tx-cdn.ysp.cctv.cn/116/2012514003.m3u8#http://140.249.29.31/tlive-test-cdn.ysp.cctv.cn/ysp/2012514003.m3u8#http://111.20.35.108:6610/yinhe/2/ch00000090990000002545/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=#http://bkpcp.ddns.net:8000/ysp.php?id=dszn
CCTV女性时尚,http://vapi.91kds.cc/live1/jdtv2.m3u8?id=nxss&apiKey=5f7ccf97d2f34d2aa62db101581b148a$cdn酒店源
CCTV女性时尚,http://103.1.169.56/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024172203.m3u8$央视频1080P
CCTV卫生健康,http://access.shuliyun.com:13164/playurl?playtype=live&protocol=hls&accesstoken=R660FC25DU30926083K774E2EB5IFFFFFFFFPBM2FB0704V10465Z224E9WF92C79850D1&playtoken=&programid=4200000102.m3u8$树理云标清#http://103.1.169.56/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024165203.m3u8$央视频1080P#https://www.sxtv.top/cctv.php?id=wsjk#http://140.249.29.31/tlive-test-cdn.ysp.cctv.cn/ysp/2012513503.m3u8#http://bkpcp.ddns.net:8000/ysp.php?id=wsjk#http://ygbh.live/ysp.php?id=wsjk
CCTV卫生健康,http://219.128.40.183:4022/udp/239.77.0.212:5146$广东电信#http://vapi.91kds.cc/live1/jdtv2.m3u8?id=wsjk&apiKey=5f7ccf97d2f34d2aa62db101581b148a$cdn酒店源
中央新影-中学生,http://access.shuliyun.com:13164/playurl?playtype=live&protocol=hls&accesstoken=R660FC25DU30926083K774E2EB5IFFFFFFFFPBM2FB0704V10465Z224E9WF92C79850D1&playtoken=&programid=4200000069.m3u8
中央新影-老故事,http://access.shuliyun.com:13164/playurl?playtype=live&protocol=hls&accesstoken=R660FC25DU30926083K774E2EB5IFFFFFFFFPBM2FB0704V10465Z224E9WF92C79850D1&playtoken=&programid=4200000038.m3u8
中央新影-发现之旅,http://access.shuliyun.com:13164/playurl?playtype=live&protocol=hls&accesstoken=R660FC25DU30926083K774E2EB5IFFFFFFFFPBM2FB0704V10465Z224E9WF92C79850D1&playtoken=&programid=4200000037.m3u8
中央新影-中学生,http://vapi.91kds.cc/live1/jdtv2.m3u8?id=zxs&apiKey=5f7ccf97d2f34d2aa62db101581b148a$cdn酒店源#http://enlen.vip:4022/udp/239.200.200.136:8060$云南电信#http://home.fusen.work:8888/udp/239.253.92.27:6106$河北联通#http://home.fusen.work:8888/udp/239.253.92.27:6106$河北联通
中央新影-老故事,http://vapi.91kds.cc/live1/jdtv2.m3u8?id=lgs&apiKey=5f7ccf97d2f34d2aa62db101581b148a$cdn酒店源#http://60.6.111.113:808/hls/81/index.m3u8$河北邢台联通酒店#http://home.fusen.work:8888/udp/239.253.92.132:8068
中央新影-发现之旅,http://120.76.248.139/live/bfgd/4200000151.m3u8$北方广电#http://vapi.91kds.cc/live1/jdtv2.m3u8?id=fxzl&apiKey=5f7ccf97d2f34d2aa62db101581b148a$cdn酒店源#http://enlen.vip:4022/udp/239.200.201.164:8128$云南电信#http://dp.sxtv.top:88/md/cqyx.php?id=fxzl$重庆有线#http://home.fusen.work:8888/udp/239.253.94.30:6629#http://113.9.161.254:88/hls/28/index.m3u8#http://111.20.35.108:6610/yinhe/2/ch00000090990000001314/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
央广购物,https://newapplive.cnrmall.com/live/cnrxp_HD1200.m3u8$官方源#http://vapi.91kds.cc/live1/jdtv2.m3u8?id=yggw&apiKey=5f7ccf97d2f34d2aa62db101581b148a$cdn酒店源
购物（多平台）,http://[2409:8087:1a0a:df::4036]/wh7f454c46tw2542311669_1643720601/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226091/index.m3u8?icpid=88888888&RTS=1710670836&from=4&hms_devid=1209&vqe=3
CCTV+,https://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL1.smil/playlist.m3u8
CGTN,http://tv.2cf.x10.mx/2hl/3221225604/index.m3u8$黑龙江移动恢复
CGTN纪录,http://tv.2cf.x10.mx/2hl/3221225602/index.m3u8$黑龙江移动恢复
CGTN西班牙语,http://tv.2cf.x10.mx/2hl/3221226431/index.m3u8$黑龙江移动恢复
CGTN法语,http://tv.2cf.x10.mx/2hl/3221226520/index.m3u8$黑龙江移动恢复
CGTN阿拉伯语,http://tv.2cf.x10.mx/2hl/3221226517/index.m3u8$黑龙江移动恢复
CGTN俄语,http://tv.2cf.x10.mx/2hl/3221226543/index.m3u8$黑龙江移动恢复
CGTN,http://vapi.91kds.cc/live1/jdtv2.m3u8?id=cctvnews&apiKey=5f7ccf97d2f34d2aa62db101581b148a$cdn酒店源
CGTN纪录,http://vapi.91kds.cc/live1/jdtv2.m3u8?id=cctv9y&apiKey=5f7ccf97d2f34d2aa62db101581b148a$cdn酒店源
CGTN西班牙语,http://vapi.91kds.cc/live1/jdtv2.m3u8?id=cctve&apiKey=5f7ccf97d2f34d2aa62db101581b148a$cdn酒店源
CGTN法语,http://vapi.91kds.cc/live1/jdtv2.m3u8?id=cctvf&apiKey=5f7ccf97d2f34d2aa62db101581b148a$cdn酒店源
CGTN阿拉伯语,http://vapi.91kds.cc/live1/jdtv2.m3u8?id=cctva&apiKey=5f7ccf97d2f34d2aa62db101581b148a$cdn酒店源
CGTN俄语,http://vapi.91kds.cc/live1/jdtv2.m3u8?id=cctvr&apiKey=5f7ccf97d2f34d2aa62db101581b148a$cdn酒店源
CGTN,http://103.1.169.56/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024181703.m3u8$央视频1080P 
CGTN纪录,http://103.1.169.56/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024182303.m3u8$央视频1080P 
CGTN西班牙语,http://103.1.169.56/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024182103.m3u8$央视频1080P 
CGTN法语,http://103.1.169.56/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024181803.m3u8$央视频1080P 
CGTN阿拉伯语,http://103.1.169.56/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024182003.m3u8$央视频1080P 
CGTN俄语,http://103.1.169.56/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024181903.m3u8$央视频1080P
CHC动作电影,http://vapi.91kds.cc/live1/jdtv2.m3u8?id=chcdz&apiKey=5f7ccf97d2f34d2aa62db101581b148a$cdn酒店源
CHC家庭影院,http://vapi.91kds.cc/live1/jdtv2.m3u8?id=chcjt&apiKey=5f7ccf97d2f34d2aa62db101581b148a$cdn酒店源
CHC影迷电影,http://vapi.91kds.cc/live1/jdtv2.m3u8?id=chchd&apiKey=5f7ccf97d2f34d2aa62db101581b148a$cdn酒店源
CHC动作电影,https://ali.hlspull.yximgs.com/live/diyp_chcdongzuo.flv
CHC家庭影院,https://ali.hlspull.yximgs.com/live/diyp_chcjiating.flv
CHC影迷电影,https://ali.hlspull.yximgs.com/live/diyp_chcyingmi.flv
CHC动作电影,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00002030/index.m3u8?IASHttpSessionId=$山东移动IPv6
CHC家庭影院,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00002028/index.m3u8?IASHttpSessionId=$山东移动IPv6
CHC影迷电影,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00002029/index.m3u8?IASHttpSessionId=$山东移动IPv6
CHC动作电影,http://cg1.hunancatv.cn:9090/live/CHCDZDY_8000.m3u8?t=GybtsMb6rF4QAbWTetat6g%3D%3D&u=HNTV01YU00021202&p=8&cid=100000189&pid=&l=1&d=48555E45F7FC&ip=192.168.197.8&n=CHCDZDY_8000&errorcode=0&sid=Cr7LfDpXE67QA0Nus2tGvg%3D%3D&r=20231212111337&e=20231212151337&nc=RcaFZlcDLlzv&a=1111&pd=60&errorReason=0&v=2&project=WNTV&hlsSessionID=4379470835422696805&srchost=172.16.22.158:8060&gid=f1hKFIYFjbQUf%2BTk5FhuTg%3D%3D$湖南广电
CHC家庭影院,http://cg14.hunancatv.cn:9090/live/CHCJTYY_8000.m3u8?t=D360byGt%2BpZL3Wo1xiFxAw%3D%3D&u=HNTV01YU00021202&p=8&cid=100000190&pid=&l=1&d=48555E45F7FC&ip=192.168.197.125&n=CHCJTYY_8000&errorcode=0&sid=dc0dvd1mPBtLnOcG8ia8jA%3D%3D&r=20231212111401&e=20231212151401&nc=XOLY5A6gm03W&a=1111&pd=60&errorReason=0&v=2&project=WNTV&hlsSessionID=4379470835422697120&srchost=172.16.22.158:8060&gid=DHldhfgdMMpjpVp6NSOZqw%3D%3D$湖南广电
CHC影迷电影,http://cg6.hunancatv.cn:9090/live/CHCGQ_8000.m3u8?t=VwFiKC8%2Fi8f%2B6CDdOS5f5A%3D%3D&u=HNTV01YU00021202&p=8&cid=10000081&pid=&l=1&d=48555E45F7FC&ip=192.168.197.127&n=CHCGQ_8000&errorcode=0&sid=MlE%2BuV%2FON7MM6310fiBTpg%3D%3D&r=20231212111248&e=20231212151248&nc=bHZFrU2ASl02&a=1111&pd=60&errorReason=0&v=2&project=WNTV&hlsSessionID=4379470835422696237&srchost=172.16.22.158:8060&gid=P%2BUM0yvAUJ7cFgaqUZr56A%3D%3D$湖南广电
CHC华诚影视,http://120.76.248.139/live/bfgd/4200000289.m3u8$北方广电
中国电影,http://co-sg3.jdiptv.cc/live/zgdy.m3u8#http://13457610200.8866.org:2018/live/%E4%B8%AD%E5%9B%BD%E7%94%B5%E5%BD%B1/index.m3u8#http://vapi.91kds.cc/live1/jdtv2.m3u8?id=zgdy&apiKey=5f7ccf97d2f34d2aa62db101581b148a$cdn酒店源#http://171.108.239.80:8181/tsfile/live/1013_1.m3u8$广西贵港电信酒店#http://110.72.76.106:8181/tsfile/live/1088_1.m3u8$广西贵港联通酒店
中国教育1,http://tv.2cf.x10.mx/2hl/3221225652/index.m3u8$黑龙江移动恢复#http://mobilelive-timeshift.ysp.cctv.cn/timeshift/ysp/2022823801/timeshift.m3u8?delay=0&cdn=5202$央视频1080P
中国教育2,http://tv.2cf.x10.mx/2hl/3221226425/index.m3u8$黑龙江移动恢复
中国教育3,http://hegd-livod.tx-cdn.gitv.tv/gitv_live/G_CETV-3/G_CETV-3.m3u8$GITV源#http://vapi.91kds.cc/live1/udp.m3u8?ip=beijing-lt&id=239.3.1.55:4120&apiKey=5f7ccf97d2f34d2aa62db101581b148a$北京联通#http://vapi.91kds.cc/live1/udp.m3u8?ip=beijing-dx&id=225.1.0.240:1025&apiKey=5f7ccf97d2f34d2aa62db101581b148a$北京电信#http://vapi.91kds.cc/live1/jdtv2.m3u8?id=cetv3&apiKey=5f7ccf97d2f34d2aa62db101581b148a$cdn酒店源##http://120.76.248.139/live/gitvgd/cetv3.m3u8#http://61.51.141.145:8888/rtp/239.3.1.55:4120#http://111.20.35.108:6610/yinhe/2/ch00000090990000001309/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=#http://39.134.24.162:80/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226226/index.m3u8
中国教育4,http://tv.2cf.x10.mx/2hl/3221225783/index.m3u8$黑龙江移动恢复
CETV早期教育,http://hegd-livod.tx-cdn.gitv.tv/gitv_live/G_CETV-ZQJY/G_CETV-ZQJY.m3u8$GITV源#http://36.106.166.59:16777/udp/225.1.2.207:5002$天津联通#http://itms.xznet.org:41097/rtp/239.254.201.230:7253$河北电信#http://60.7.56.50:4000/rtp/239.253.93.164:6440$河北联通

IPTV·专享,#genre#
IPTV3+,http://vapi.91kds.cc/live1/jdtv2.m3u8?id=iptv3&apiKey=5f7ccf97d2f34d2aa62db101581b148a$cdn酒店源
IPTV5+,http://vapi.91kds.cc/live1/jdtv2.m3u8?id=iptv5&apiKey=5f7ccf97d2f34d2aa62db101581b148a$cdn酒店源
IPTV6+,http://vapi.91kds.cc/live1/jdtv2.m3u8?id=iptv6&apiKey=5f7ccf97d2f34d2aa62db101581b148a$cdn酒店源
IPTV8+,http://vapi.91kds.cc/live1/jdtv2.m3u8?id=iptv8&apiKey=5f7ccf97d2f34d2aa62db101581b148a$cdn酒店源
IPTV谍战剧场,http://vapi.91kds.cc/live1/jdtv2.m3u8?id=iptvdzjc&apiKey=5f7ccf97d2f34d2aa62db101581b148a$cdn酒店源
IPTV法治,http://vapi.91kds.cc/live1/jdtv2.m3u8?id=iptvfz&apiKey=5f7ccf97d2f34d2aa62db101581b148a$cdn酒店源
IPTV经典电影,http://vapi.91kds.cc/live1/jdtv2.m3u8?id=iptvjddy&apiKey=5f7ccf97d2f34d2aa62db101581b148a$cdn酒店源
IPTV热播剧场,http://vapi.91kds.cc/live1/jdtv2.m3u8?id=iptvrbjc&apiKey=5f7ccf97d2f34d2aa62db101581b148a$cdn酒店源
IPTV少儿动画,http://vapi.91kds.cc/live1/jdtv2.m3u8?id=iptvsedh&apiKey=5f7ccf97d2f34d2aa62db101581b148a$cdn酒店源
IPTV收视指南,http://vapi.91kds.cc/live1/jdtv2.m3u8?id=iptvsszn&apiKey=5f7ccf97d2f34d2aa62db101581b148a$cdn酒店源
IPTV相声小品,http://vapi.91kds.cc/live1/jdtv2.m3u8?id=iptvxsxp&apiKey=5f7ccf97d2f34d2aa62db101581b148a$cdn酒店源
IPTV野外,http://vapi.91kds.cc/live1/jdtv2.m3u8?id=iptvyw&apiKey=5f7ccf97d2f34d2aa62db101581b148a$cdn酒店源
IPTV魅力时尚,http://vapi.91kds.cc/live1/jdtv2.m3u8?id=iptvmlss&apiKey=5f7ccf97d2f34d2aa62db101581b148a$cdn酒店源
IPTV3+,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000082/index.m3u8?IASHttpSessionId=OTT
IPTV5+,http://42.94.211.116:9000/udp/239.255.30.115:8231$甘肃电信高清#http://summer-xa.icopylock.com:8888/udp/239.111.205.10:5140$陕西电信标清#http://opdf.top:8088/udp/239.81.0.12:4056$广西电信标清#http://opdf.top:8088/udp/239.81.0.12:4056$广西电信标清#http://220.168.77.132:8082/hls/6/index.m3u8#http://61.52.156.198:808/hls/75/index.m3u8
IPTV6+,http://n1.dddmmh.space:8088/udp/225.0.4.50:7980#http://www.8700956.top:18888/udp/239.81.0.65:4056
IPTV8+,http://n1.dddmmh.space:8088/udp/225.0.4.54:7980
IPTV足球,http://www.8700956.top:18888/udp/239.81.0.97:4056#http://opdf.top:8088/udp/239.81.0.97:4056
IPTV法治,http://www.dsmcloud.top:8888/udp/239.81.0.20:4056
IPTV野外,http://www.8700956.top:18888/udp/239.81.0.18:4056
IPTV经典电影,http://58.87.105.195:80/udp/225.1.8.203:9024
IPTV热播剧场,http://58.87.105.195:80/udp/225.1.8.202:9020
IPTV魅力时尚,http://58.87.105.195:80/udp/225.1.8.204:9012
IPTV相声小品,http://n1.dddmmh.space:8088/udp/225.0.4.56:7980
IPTV收视指南,http://47.94.21.78:80/udp/225.1.8.201:8012
IPTV热播剧场,http://47.94.21.78:80/udp/225.1.8.202:9020
IPTV经典电影,http://47.94.21.78:80/udp/225.1.8.203:9024
IPTV魅力时尚,http://47.94.21.78:80/udp/225.1.8.204:9012
IPTV少儿动画,http://58.87.105.195:80/udp/225.1.8.207:9000
IPTV-1央视精品,http://ddns.cyruslee.top:8888/udp/239.77.1.75:5146
IPTV-2央视精品,http://ddns.cyruslee.top:8888/udp/239.77.1.63:5146
IPTV-3央视精品,http://ddns.cyruslee.top:8888/udp/239.77.1.64:5146
IPTV-4央视精品,http://ddns.cyruslee.top:8888/udp/239.77.1.56:5146

卫视频道,#genre#
北京卫视,http://tv.2cf.x10.mx/2hl/3221226450/index.m3u8$黑龙江移动恢复
北京卫视,http://tv.2cf.x10.mx/2hl/3221226251/index.m3u8$黑龙江移动恢复
